full_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,id
Jakob Haugaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,886
Jamaal Lascelles,3,0,116,2927,31,77.2,800.0,234.0,9,567,111.5,9,0,5,9.5,290
James Chester,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,437
James Collins,3,0,105,2704,48,70.9,847.0,245.0,10,564,116.19999999999999,9,0,6,4.7,893
James Daly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,638
James Husband,0,0,0,58,3,1.5,1.2,0.0,0,3,0.3,0,0,0,0.0,661
James McArthur,10,5,194,4424,74,617.5,891.0,866.0,17,779,236.60000000000002,10,0,10,5.7,241
James McCarthy,1,1,29,817,16,99.7,153.6,88.0,0,141,34.4,0,0,2,0.2,286
James McClean,2,3,97,2868,44,630.3,526.0,639.0,2,389,178.4,8,0,16,0.2,874
James Milner,7,7,216,4913,60,1552.5,1356.2,765.0,20,1141,367.7,18,0,8,7.3,430
James Morrison,6,2,97,1946,23,389.29999999999995,407.0,284.0,4,363,108.2,6,0,3,1.1,869
James Tarkowski,0,1,124,3358,41,151.8,968.2,334.0,4,650,145.3,12,0,6,6.8999999999999995,138
James Tomkins,6,0,174,4360,68,58.1,1183.6,522.0,14,871,176.8,15,0,12,4.6000000000000005,220
James Ward-Prowse,7,9,176,3591,55,1343.0,790.8,744.0,13,744,287.79999999999995,11,0,7,3.0999999999999996,623
James Weir,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,566
James Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,270
Jamie Murphy,0,0,6,166,4,15.5,11.8,24.0,0,25,5.1,0,0,0,0.0,69
Jamie Vardy,33,10,344,6049,114,890.3,1452.6,2177.0,52,1229,451.1,15,1,5,35.6,393
Jan Bednarek,1,0,22,427,5,1.9,110.0,19.0,0,88,13.1,2,0,1,0.6,315
Jan Kirchhoff,0,1,12,433,11,30.1,53.6,26.0,0,61,10.9,0,0,1,0.0,347
Jan Vertonghen,0,1,264,6097,52,326.79999999999995,1565.1999999999998,381.0,21,1511,227.8,31,0,9,17.8,765
Jaroslaw Jach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,605
Jarrod Bowen,0,0,8,181,8,17.9,3.8,36.0,0,21,5.7,0,0,0,0.1,516
Jason Denayer,0,0,56,1878,30,55.1,319.2,62.0,2,320,43.7,6,0,2,0.1,476
Jason Lokilo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,491
Jason Puncheon,0,6,103,3667,67,1035.7,546.6,560.0,6,538,213.79999999999998,7,0,14,1.0,235
Javier Hernández Balcázar,8,2,93,1537,36,312.4,373.6,476.0,14,309,115.0,6,0,3,7.2,487
Javier Manquillo,1,1,87,3187,59,263.5,508.2,92.0,1,457,86.69999999999999,6,0,4,0.6,1015
Jay Fulton,0,0,20,707,15,53.4,85.60000000000001,47.0,0,93,18.7,3,0,3,0.0,733
Jay Rodriguez,12,3,182,3700,56,462.6,715.5999999999999,1438.0,19,505,260.5,13,0,2,2.8,748
Jayson Molumby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,553
Jeff Hendrick,4,3,161,5017,75,642.6,550.2,594.0,2,593,178.3,18,1,7,0.30000000000000004,646
Jeff Reine-Adelaide,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,588
Jefferson Montero,0,1,18,380,9,134.3,82.4,99.0,0,76,31.5,0,0,0,0.1,737
Jeffrey Schlupp,0,4,97,2881,47,290.1,553.8,220.0,4,518,106.69999999999999,6,0,3,0.5,292
Jeremain Lens,0,0,2,69,1,31.3,14.2,52.0,0,12,9.7,0,0,0,0.0,351
Jeremie Boga,0,0,1,17,0,1.0,0.0,0.0,0,1,0.0,0,0,0,0.0,509
Jermain Defoe,19,5,226,4397,84,419.4,839.8,1918.0,29,720,315.9,8,0,2,17.5,407
Jerome Sinclair,0,0,10,145,2,25.3,5.4,26.0,0,23,5.4,0,0,0,0.4,927
Jesse Lingard,9,9,188,3167,30,1041.4,756.0,1150.0,13,677,293.3,16,0,5,11.100000000000001,545
Jesé Rodríguez Ruiz,1,1,31,609,17,127.7,110.4,171.0,2,93,40.8,1,0,0,2.0,512
Jesús Gámez Duarte,0,0,9,97,0,47.6,32.2,4.0,2,38,8.4,1,0,0,1.5,293
Jesús Navas,0,3,48,1064,17,359.9,161.0,163.0,6,245,68.3,2,0,2,0.6,232
Jiri Skalak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,67
Joe Allen,8,9,227,6069,104,1052.1,1268.6,1014.0,22,1052,333.70000000000005,16,0,17,8.1,539
Joe Hart,0,1,59,1710,39,20.0,382.8,0.0,3,341,40.2,4,0,0,6.7,697
Joe Ledley,1,1,40,1160,26,109.9,158.2,48.0,1,201,31.5,2,0,1,0.4,113
Joe Lolley,1,0,11,217,5,20.0,50.6,47.0,0,28,11.8,0,0,1,0.1,176
Joe Rodon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,561
Joe Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,658
Joel Asoro,0,0,1,10,0,0.0,0.0,2.0,0,3,0.2,0,0,0,0.0,521
Joel Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,23
Joel Coleman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,162
Joel Dinis Castro Pereira,0,0,6,90,0,0.0,7.4,0.0,0,23,0.7,1,0,0,4.199999999999999,924
Joel Matip,2,0,178,4452,52,239.4,1133.4,488.0,10,1027,186.1,18,0,6,4.9,418
Joel Robles,0,1,89,1737,20,10.0,439.2,0.0,5,407,44.9,10,0,2,1.1,259
Joel Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,631
Joel Ward,0,2,127,5030,88,427.2,948.8000000000001,187.0,7,844,156.7,11,0,11,1.1,224
Joey Barton,1,2,37,1105,16,147.4,184.8,86.0,0,205,41.9,4,0,4,0.1,626
Johann Berg Gudmundsson,3,12,164,3830,52,1319.3,819.0,700.0,10,654,284.0,13,0,3,2.0,557
John O'Shea,0,1,47,2158,42,21.3,453.4,98.0,3,335,57.0,3,0,5,0.4,342
John Obi Mikel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,89
John Stones,0,0,129,3315,40,104.3,724.8,294.0,9,769,112.9,13,0,1,16.400000000000002,370
John Terry,1,0,21,496,9,24.3,104.6,104.0,0,97,23.3,1,0,1,1.9,75
Joleon Lescott,0,0,1,124,5,0.3,39.0,0.0,0,14,3.9,0,0,0,0.3,635
Jon Flanagan,0,0,9,360,4,16.4,63.8,0.0,0,55,8.0,1,0,2,0.2,708
Jon Gorenc Stankovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,169
Jonas Lössl,0,1,135,3420,58,30.0,846.8,0.0,11,701,87.8,10,0,1,6.8,163
Jonas Olsson,0,0,8,590,13,1.1,96.4,21.0,0,60,12.0,1,0,3,0.5,432
Jonathan Benteke,0,0,1,7,0,0.3,5.0,9.0,0,3,1.4,0,0,0,0.4,579
Jonathan Calleri,1,0,23,540,4,115.0,56.2,265.0,0,47,43.2,3,0,0,0.1,526
Jonathan Hogg,0,0,53,2396,40,172.8,475.0,61.0,0,400,71.2,7,1,8,0.2,174
Jonathan Leko,0,1,12,118,3,29.9,27.4,20.0,0,38,7.6,0,0,0,0.5,876
Jonathan Walters,4,3,75,1340,24,199.39999999999998,295.2,499.0,3,198,99.1,6,0,1,0.2,419
Jonathan Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,116
Jonjo Shelvey,1,4,73,2264,30,639.9,442.6,243.0,4,360,132.3,6,2,2,0.6,296
Jonjoe Kenny,0,2,51,1602,31,185.1,362.4,47.0,2,311,59.5,5,0,2,2.1,761
Jonny Evans,4,3,157,4906,77,221.7,1162.8000000000002,470.0,12,933,185.7,10,0,15,5.1,854
Jordan Ayew,8,6,147,3717,56,472.9,703.2,1163.0,14,504,233.70000000000002,12,1,3,10.1,1015
Jordan Henderson,2,5,148,4285,49,1003.0999999999999,924.4,203.0,12,849,213.3,21,0,9,2.2,426
Jordan Hugill,0,0,3,22,0,0.4,0.0,0.0,0,4,0.0,0,0,0,0.0,622
Jordan Pickford,0,0,247,6030,108,70.1,1806.6,4.0,25,1332,188.10000000000002,14,0,0,19.3,475
Jordan Rhodes,0,0,8,211,2,28.0,21.6,104.0,0,21,15.4,0,0,0,0.2,292
Jordi Amat,0,0,21,1409,36,29.2,332.2,106.0,0,237,46.8,2,0,5,7.4,362
Jordi Osei-Tutu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,644
Jordon Ibe,2,6,121,3043,55,871.0,475.0,845.0,5,422,218.8,7,0,1,2.1,91
Jordon Mutch,0,0,4,53,1,14.1,15.6,0.0,0,17,3.1,0,0,0,0.3,667
Jordy Clasie,1,1,38,1022,15,129.1,122.4,94.0,3,157,33.3,2,0,3,0.2,628
Jose Angel Esmoris Tasende,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,498
Jose Fonte,0,2,132,3622,57,185.8,841.2,310.0,13,748,133.6,14,0,4,4.0,737
Jose Luis Mato Sanmartín,4,1,69,1703,25,254.8,291.2,526.0,5,227,106.5,5,0,2,0.5,826
Joseph Gomez,0,2,86,1901,22,285.6,437.4,46.0,9,480,76.9,9,0,3,2.2,413
Joseph Willock,0,0,3,81,2,5.8,8.2,4.0,0,8,1.8,0,0,0,0.0,634
Josh Clackstone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,515
Josh Cullen,0,0,2,6,0,0.6,7.2,0.0,0,7,0.8,0,0,0,0.1,1060
Josh Maja,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,613
Josh Pask,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,635
Josh Robson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,532
Josh Tymon,0,0,9,485,17,25.4,60.6,2.0,0,75,8.9,1,0,1,0.3,855
Joshua Harrop,1,0,8,90,0,20.2,36.2,21.0,0,32,7.7,1,0,0,0.0,674
Joshua King,24,7,288,5164,92,1031.3000000000002,1412.2,1909.0,27,934,435.29999999999995,16,0,4,21.2,99
Joshua Onomah,0,0,5,22,0,4.4,7.4,18.0,0,17,3.0,0,0,0,0.1,399
Joshua Sims,0,1,20,371,3,81.7,74.4,232.0,0,66,38.8,2,0,0,0.4,927
José Heriberto Izquierdo Mena,5,5,101,1976,32,311.3,385.4,618.0,4,324,131.3,5,0,2,0.3,517
José Holebas,2,8,159,5286,108,1200.4,1176.8,336.0,15,959,271.6,13,0,21,3.5,812
Joy Mukena,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,625
João Mário Naval Costa Eduardo,2,1,46,1021,14,294.9,176.0,191.0,5,170,66.1,4,0,0,0.2,608
Juan Carlos Paredes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,410
Juan Cuadrado,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,85
Juan Foyth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,534
Juan Mata,9,8,202,3533,26,1597.4,880.4000000000001,1051.0,20,875,352.0,25,0,4,4.0,530
Juan Zuñiga,1,1,38,823,15,86.4,139.8,79.0,2,173,30.1,1,0,1,1.1,479
Julian Speroni,0,0,36,990,14,0.0,213.6,0.0,3,175,21.3,2,0,0,3.1,215
Julien Ngoy,0,0,6,68,3,13.9,8.4,46.0,0,20,6.8,0,0,0,0.4,1106
Julien de Sart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,288
Junior Stanislas,12,9,182,2752,51,784.0999999999999,849.4000000000001,901.0,20,657,253.1,6,0,2,1.6,84
Jérémy Pied,0,1,12,309,4,50.599999999999994,86.4,25.0,1,71,16.3,0,0,0,0.1,804
Jürgen Locadia,1,1,16,221,8,24.6,50.4,89.0,2,47,15.8,1,0,0,0.0,604
Kamil Grosicki,0,5,43,1143,27,360.9,133.6,309.0,0,132,80.3,3,0,1,0.2,647
Kane Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6000000000000001,1018
Karl Darlow,0,0,33,900,15,0.0,258.8,0.0,2,172,25.9,2,0,0,0.2,287
Kasey Palmer,0,0,4,168,2,25.6,20.0,27.0,0,9,7.2,1,0,2,0.0,183
Kasper Schmeichel,0,0,232,5631,94,11.1,1444.6,0.0,27,1177,145.7,16,0,4,10.1,354
Kazaiah Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,643
Kelechi Iheanacho,7,7,106,1355,26,379.29999999999995,438.2,813.0,11,351,161.9,2,0,2,3.0999999999999996,499
Keshi Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,1037
Kevin De Bruyne,14,39,408,5950,56,3446.2,2019.0,1587.0,58,1697,705.5,30,0,6,31.799999999999997,487
Kevin Long,1,2,60,1710,27,65.0,516.4,224.0,6,321,80.6,4,0,1,7.6,674
Kevin Mirallas,4,8,124,2209,34,702.3000000000001,456.0,781.0,8,439,193.3,11,0,3,3.0,281
Kevin Stewart,0,0,4,20,0,0.4,3.6,0.0,0,12,0.4,0,0,0,0.1,198
Kevin Wimmer,0,0,21,1678,36,53.199999999999996,336.4,28.0,1,222,41.9,1,0,8,0.4,771
Kieran Gibbs,0,3,131,3528,47,531.0,627.0,248.0,5,684,140.8,14,0,6,2.1,15
Kieran O'Hara,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,681
Kieran Trippier,0,12,164,2480,24,803.1,642.8,113.0,25,741,156.2,12,0,2,5.2,769
Konstantinos Mavropanos,0,0,4,194,5,1.3,52.2,2.0,0,41,5.5,1,1,0,0.0,595
Konstantinos Stafylidis,0,0,6,334,6,23.8,68.2,18.0,0,38,11.0,0,0,0,0.0,599
Kristoffer Nordfeldt,0,0,3,90,1,0.0,24.8,0.0,0,12,2.5,0,0,0,4.9,708
Kurt Zouma,1,1,102,3137,58,105.3,874.8000000000001,239.0,8,623,122.2,7,0,1,2.3,178
Kyle Bartley,0,0,5,233,4,21.2,75.0,16.0,0,29,11.2,0,0,2,0.1,485
Kyle Jameson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,624
Kyle Naughton,1,2,183,5744,98,660.8,1259.6,357.0,18,1089,228.2,17,0,6,8.4,710
Kyle Scott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,504
Kyle Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,602
Kyle Walker,0,12,280,5485,43,1081.9,1106.4,381.0,26,1331,257.29999999999995,29,1,10,39.900000000000006,763
Kyle Walker-Peters,0,2,13,188,4,48.3,70.4,10.0,0,73,12.9,1,0,0,0.9,498
Lamine Koné,1,0,69,2545,46,35.6,624.0,339.0,5,451,100.2,5,0,4,1.7,346
Lasse Sorenson,0,1,5,75,1,25.4,29.6,0.0,0,27,5.5,0,0,0,0.0,637
Laurent Depoitre,6,2,94,1807,34,191.4,352.0,451.0,14,283,99.6,4,0,1,2.6,187
Laurent Koscielny,4,1,221,5046,69,177.7,1523.2,376.0,35,1279,208.2,19,1,8,12.7,7
Layton Ndukwu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,647
Lazar Markovic,2,0,37,1005,15,160.3,142.2,185.0,2,125,48.5,5,0,4,0.1,206
Lee Cattermole,0,0,12,633,13,47.3,65.0,12.0,0,63,12.6,0,0,4,0.1,348
Lee Grant,0,0,111,2790,41,0.0,708.2,0.0,9,590,71.0,9,0,1,6.7,903
Leighton Baines,4,8,217,4728,68,1068.5,978.1999999999999,253.0,25,1028,230.10000000000002,16,0,5,15.0,263
Leiva Lucas,0,3,47,1112,17,102.9,306.4,99.0,2,240,51.1,4,0,4,0.2,424
Leon Britton,0,0,42,1464,25,81.3,146.2,14.0,0,238,24.2,8,0,4,0.2,731
Leonardo Ulloa,2,0,44,726,9,149.9,128.8,328.0,1,122,60.099999999999994,3,0,0,0.4,395
Leroy Fer,7,3,136,3799,75,513.9,748.2,582.0,5,630,184.3,8,0,14,4.8,740
Leroy Sané,15,22,284,4196,37,1396.4,1239.6,1645.0,25,990,428.09999999999997,21,0,8,20.9,744
Levi Lumeka,0,0,1,25,0,0.5,4.2,18.0,0,3,2.3,0,0,0,0.0,544
Lewis Cook,0,4,75,2666,49,513.1,557.1999999999999,154.0,1,418,122.5,4,0,6,2.0,93
Lewis Dunk,1,1,97,3420,54,147.8,1002.8,425.0,7,637,157.9,10,0,7,2.9,55
Lewis Grabban,0,1,6,60,2,11.8,24.2,17.0,0,17,5.3,0,0,0,2.9,51
Liam Rosenior,0,0,3,163,3,4.7,28.8,2.0,0,22,3.6,0,0,0,3.0,60
Lloyd Isgrove,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,584
Loris Karius,0,0,120,2610,26,0.0,430.0,0.0,5,535,42.9,13,0,1,2.5999999999999996,403
Loïc Remy,0,0,6,134,3,26.9,20.0,60.0,0,17,10.2,1,0,0,0.2,98
Lucas Pérez,1,1,20,272,2,105.4,65.4,163.0,0,83,32.9,1,0,0,0.2,576
Lucas Rodrigues Moura da Silva,0,1,11,206,6,83.2,49.0,41.0,0,36,17.5,0,0,0,0.0,617
Luciano Narsingh,1,3,55,1030,23,255.2,183.8,215.0,3,172,65.3,2,0,0,0.0,1001
Luis Hernández,0,0,3,327,8,62.0,57.6,0.0,0,50,12.0,0,0,1,0.3,175
Luka Milivojevic,12,2,186,4303,68,475.5,1066.2,562.0,24,799,210.39999999999998,13,0,12,13.6,778
Lukas Jutkiewicz,0,0,2,13,0,1.0,0.4,2.0,0,5,0.3,0,0,0,0.6,69
Lukas Nmecha,0,0,2,14,0,3.1,0.0,0.0,0,4,0.3,0,0,0,0.1,627
Lukasz Fabianski,0,0,273,6750,125,10.1,1868.1999999999998,0.0,22,1422,188.0,17,0,1,13.7,706
Luke Dreher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,581
Luke Garbutt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,629
Luke McGee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,529
Luke Shaw,0,3,93,1475,8,287.5,281.79999999999995,208.0,8,418,78.0,11,0,3,6.9,512
Lynden Gooch,0,0,12,366,9,66.4,36.4,54.0,0,43,15.4,1,0,3,0.2,520
Lys Mousset,2,1,50,851,20,109.1,148.20000000000002,361.0,3,128,60.0,2,0,1,0.30000000000000004,103
M'Baye Niang,2,2,49,1246,27,186.3,190.0,364.0,6,183,73.4,3,0,2,0.4,637
Maarten Stekelenburg,0,0,68,1683,24,0.1,350.4,0.0,3,309,35.1,4,0,2,2.0,261
Maksymilian Stryjek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,547
Mamadou Obbi Oularé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,427
Mamadou Sakho,1,2,116,2283,29,79.4,569.6,117.0,24,560,76.8,10,0,1,1.6,411
Mame Biram Diouf,7,5,150,3977,75,434.0,680.0,1172.0,10,540,228.0,13,0,9,2.1999999999999997,685
Manolo Gabbiadini,9,1,104,1791,29,218.9,368.6,701.0,14,328,126.4,7,0,3,7.9,970
Manuel Agudo Durán,4,3,54,777,7,238.4,210.0,411.0,2,170,85.6,3,1,3,1.0,491
Manuel Lanzini,13,10,239,4747,97,1488.1999999999998,1198.4,1131.0,31,1105,382.3,15,0,13,2.8,915
Marc Albrighton,4,14,202,4945,89,1438.1,1063.8,572.0,15,926,307.79999999999995,16,1,10,4.7,377
Marc Muniesa,1,0,34,650,7,59.7,172.4,50.0,3,153,28.2,3,0,2,0.8,655
Marc Pugh,2,3,96,2303,41,500.1,337.8,514.0,6,321,134.9,10,0,3,0.5,78
Marc Wilson,0,0,0,255,7,34.5,63.0,5.0,0,29,10.3,0,0,3,2.3,319
Marcin Wasilewski,0,0,1,90,2,0.3,10.8,0.0,0,10,1.1,0,0,0,1.8,170
Marco Van Ginkel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,93
Marcos Alonso,13,7,342,5548,49,970.0,1316.0,1358.0,26,1325,364.7,28,0,8,32.2,661
Marcos Rojo,1,0,100,2302,21,97.0,597.8,194.0,11,520,89.0,11,0,11,0.7999999999999999,514
Marcus Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1240
Marcus Rashford,12,8,180,3511,31,823.5,787.0,1572.0,13,674,317.2,17,0,6,18.2,555
Mario Balotelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,215
Mario Lemina,1,1,58,1715,31,170.6,363.6,145.0,5,337,67.8,4,0,2,0.2,500
Mario Suárez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,423
Mark Hudson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,170
Mark Noble,7,0,155,4789,85,722.6,869.6,374.0,12,850,196.7,15,0,16,1.5,908
Marko Arnautovic,17,14,261,5022,93,1311.7,1244.1999999999998,2016.0,20,841,457.29999999999995,16,2,14,8.6,671
Marko Grujic,0,0,7,57,0,29.099999999999998,16.200000000000003,39.0,0,19,8.0,0,0,1,0.6000000000000001,706
Markus Henriksen,0,0,20,638,13,62.9,52.4,60.0,0,75,17.4,0,0,1,0.0,573
Markus Suttner,0,0,38,1178,18,105.6,187.4,17.0,3,204,30.8,4,0,0,0.4,461
Marouane Fellaini,5,0,95,2215,15,370.09999999999997,545.0,597.0,3,430,150.7,14,1,9,0.8999999999999999,532
Marten de Roon,4,1,91,2773,44,245.8,370.6,390.0,5,399,100.1,8,0,8,1.8,290
Martin Cranie,0,0,2,179,7,1.7,44.0,2.0,0,35,4.7,0,0,0,0.2,168
Martin Dubravka,0,0,53,1080,11,0.0,234.6,0.0,5,215,23.3,4,0,0,1.0,621
Martin Kelly,0,2,80,3317,65,150.79999999999998,644.4,145.0,1,508,94.3,6,0,5,1.2,226
Martin Olsson,2,1,141,4401,68,445.4,586.4,247.0,3,688,128.0,14,0,9,1.1,991
Martín Cáceres,0,0,2,90,1,1.1,19.6,6.0,0,16,2.7,0,0,0,0.0,652
Marvin Emnes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,378
Marvin Zeegelaar,0,2,28,993,18,142.1,185.2,24.0,5,186,35.2,2,1,4,0.3,537
Mason Holgate,0,1,91,2555,32,246.1,572.6,188.0,5,517,100.8,9,0,5,8.1,639
Massadio Haidara,0,0,1,3,0,0.0,0.0,0.0,0,3,0.0,0,0,0,1.8,465
Matej Vydra,0,0,1,3,0,0.3,0.0,0.0,0,3,0.0,0,0,0,0.3,483
Mateusz Hewelt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,596
Mathew Ryan,0,0,146,3420,54,0.0,911.6,0.0,13,726,91.1,10,0,0,3.4,54
Mathias Jorgensen,0,3,107,3420,58,123.6,768.6,169.0,9,623,106.2,10,0,6,6.6,171
Mathieu Debuchy,0,0,1,15,0,1.4,1.0,0.0,0,2,0.2,0,0,0,0.2,572
Mathieu Flamini,0,0,12,274,6,13.7,33.0,13.0,0,47,5.9,0,0,0,0.1,576
Matt Butcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,588
Matt Macey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1219
Matt Miazga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,81
Matt Phillips,6,12,196,4268,60,1040.6999999999998,833.4,803.0,15,633,267.0,16,0,5,4.5,878
Matt Ritchie,3,7,116,2802,35,844.4,561.2,520.0,10,489,192.6,9,0,6,2.3,295
Matt Targett,0,0,14,539,10,126.5,106.8,12.0,0,115,24.6,1,0,0,0.30000000000000004,608
Matteo Darmian,0,0,97,1776,11,99.3,301.0,19.0,9,438,42.0,12,0,3,1.2,519
Matthew James,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,602
Matthew Lowton,0,5,179,5535,79,756.4,1345.2,126.0,9,1081,223.2,17,0,10,5.7,131
Matthew Pennington,1,0,9,180,6,10.7,63.8,33.0,0,37,10.8,0,0,0,1.0,272
Matthew Willock,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,655
Matthew Worthington,0,0,1,17,0,0.7,1.0,0.0,0,3,0.2,0,0,0,0.0,678
Matty James,0,0,26,991,15,52.7,114.6,145.0,0,121,31.4,4,0,2,0.2,474
Mauro Zárate,0,1,8,204,3,52.8,18.8,71.0,0,27,14.3,0,0,0,0.0,1055
Max Gradel,0,0,8,134,1,18.2,24.6,70.0,0,24,10.8,0,0,3,0.1,88
Max Melbourne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,572
Maya Yoshida,3,2,154,4119,64,129.8,1057.8000000000002,513.0,14,882,170.5,13,1,4,7.6000000000000005,606
Memphis Depay,0,0,3,24,1,1.8,1.2,4.0,0,6,0.7,0,0,1,0.2,258
Mesut Özil,12,20,279,5002,66,2936.8,1475.0,1289.0,30,1235,570.6,20,0,6,9.6,30
Michael Carrick,0,0,46,1709,14,223.0,311.2,89.0,0,316,62.3,6,0,2,2.7,535
Michael Dawson,3,0,46,1722,44,46.3,573.6,236.0,4,311,85.5,1,0,4,0.5,150
Michael Folivi,0,0,1,10,0,0.1,0.0,0.0,0,2,0.0,0,0,0,0.1,1201
Michael Hefele,0,0,1,32,1,0.1,4.0,0.0,0,1,0.4,0,0,1,0.1,167
Michael Keane,2,2,194,5709,95,155.1,1634.1999999999998,681.0,21,1132,247.3,17,0,7,8.399999999999999,204
Michael Kightly,0,0,6,104,1,9.3,2.8,4.0,0,20,1.5,0,0,0,0.6,66
Michael Ledger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,624
Michael Obafemi,0,0,1,8,0,1.3,0.0,4.0,0,-1,0.3,0,0,0,0.7,603
Michael Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,606
Michael Simões Domingues,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,577
Michail Antonio,12,10,194,3783,66,759.4000000000001,919.0,1498.0,9,598,317.29999999999995,14,1,5,5.5,918
Michel Vorm,0,0,20,506,3,0.0,89.4,0.0,0,98,8.8,2,0,0,0.4,757
Michy Batshuayi,7,2,73,605,10,79.9,292.6,400.0,7,246,76.4,1,0,0,1.7,209
Miguel Britos,2,2,93,3075,52,139.4,711.6,331.0,8,562,118.2,8,3,9,1.2,815
Mike van der Hoorn,2,0,90,2606,47,73.8,652.2,210.0,4,521,93.7,9,0,5,1.4,722
Mikel Merino,1,1,49,1337,18,236.7,374.8,156.0,4,271,76.9,3,0,4,0.1,495
Mile Jedinak,0,0,2,90,1,31.2,11.8,0.0,0,8,4.3,0,0,0,0.1,112
